2023-11-22 15:31:23 0 [Note] Starting MariaDB 10.4.28-MariaDB source revision c8f2e9a5c0ac5905f28b050b7df5a9ffd914b7e7 as process 5848
2023-11-22 15:31:23 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2023-11-22 15:31:23 0 [Note] InnoDB: Uses event mutexes
2023-11-22 15:31:23 0 [Note] InnoDB: Compressed tables use zlib 1.2.12
2023-11-22 15:31:23 0 [Note] InnoDB: Number of pools: 1
2023-11-22 15:31:23 0 [Note] InnoDB: Using SSE2 crc32 instructions
2023-11-22 15:31:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=390] with future log sequence number 27180241
2023-11-22 15:31:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=361] with future log sequence number 27180197
2023-11-22 15:31:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=351] with future log sequence number 27180153
2023-11-22 15:31:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=360] with future log sequence number 27180109
2023-11-22 15:31:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=372] with future log sequence number 27180065
2023-11-22 15:31:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=401] with future log sequence number 27180005
2023-11-22 15:31:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=371] with future log sequence number 27179961
2023-11-22 15:31:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=495] with future log sequence number 27179917
2023-11-22 15:31:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=400] with future log sequence number 27179873
2023-11-22 15:31:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=358] with future log sequence number 27179829
2023-11-22 15:31:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=33, page number=555] with future log sequence number 27169197
2023-11-22 15:31:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=317] with future log sequence number 27179785
2023-11-22 15:31:24 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=444] with future log sequence number 27179741
